po_number,supplier_id,supplier_name,order_date,expected_delivery_date,actual_delivery_date,status,item_description,quantity,unit_price,subtotal,tax_rate,tax_amount,total_amount,currency,on_time_delivery,payment_terms,shipping_method,created_by,quality_rating,political_risk_rating,trade_risk_rating,natural_disaster_risk_rating,delivery_rating,response_time_rating,overall_rating,rating_comments
PO12092,SUP1350,Quantum Associates,2025-01-12,2025-01-28,2025-02-02,Delivered,transformers - industrial grade,148.0,30339.51,4490247.48,0.18,808244.55,5298492.03,INR,No,Net 45,Rail,Priya Sharma,4.96,5.6,1.6,4.9,3.3,3.6,3.95,Quality issues noted on inspection
PO12093,SUP1158,Nexus Associates,2025-07-05,2025-07-10,,Pending,doors for production,57.0,22930.21,1307021.97,0.18,235263.95,1542285.92,INR,,Due on Receipt,Road Transport,Meera Iyer,4.67,3.1,1.9,6.9,4.37,4.19,4.41,Excellent quality and timely delivery
PO12094,SUP1387,Global Limited,2025-04-06,2025-04-13,,Cancelled,resins - industrial grade,84.0,11240.23,944179.32,0.18,169952.28,1114131.6,INR,,Net 45,Air Freight,Pooja Kapoor,4.86,4.5,4.1,4.9,3.58,3.44,3.96,Delayed shipment
PO12095,SUP1398,Royal Enterprises,2025-10-24,2025-11-08,2025-11-11,Delivered,Order for lathes,120.0,16036.39,1924366.8,0.18,346386.02,2270752.82,INR,No,Net 60,Air Freight,Arjun Mehta,4.56,4.2,2.6,6.4,3.3,3.68,3.85,Delivery delays affected production
PO12096,SUP1031,Pinnacle Exports,2025-06-22,2025-07-01,2025-06-30,Completed,Procurement of sauces,496.0,4547.24,2255431.04,0.18,405977.59,2661408.63,INR,Yes,Net 60,Rail,Meera Iyer,2.96,2.5,2.2,6.8,4.3,3.16,3.47,Product quality inconsistent
PO12097,SUP1257,Zenith Exports,2025-08-19,2025-08-28,,Pending,Order for clutches,234.0,34865.67,8158566.78,0.18,1468542.02,9627108.8,INR,,Net 90,Sea Freight,Rohan Das,4.49,3.3,2.4,7.0,3.97,4.08,4.18,Quality products delivered on time
PO12098,SUP1151,United Corporation,2025-06-04,2025-06-09,2025-06-15,Delivered,Standard order: bricks,115.0,30632.5,3522737.5,0.18,634092.75,4156830.25,INR,No,Net 30,Sea Freight,Rohan Das,4.02,3.7,2.0,2.5,3.04,4.16,3.74,Late delivery impacted schedule
PO12099,SUP1119,Apex Supplies,2024-12-11,2024-12-23,,Pending,cotton fabrics for production,401.0,9418.08,3776650.08,0.18,679797.01,4456447.09,INR,,Net 45,Air Freight,Sanjay Gupta,3.84,5.7,3.3,4.8,3.24,4.0,3.69,Product quality inconsistent
PO12100,SUP1407,Apex Exports,2024-12-17,2024-12-28,,Pending,Supply of apparel fabrics,195.0,48502.01,9457891.95,0.18,1702420.55,11160312.5,INR,,Net 30,Air Freight,Sneha Reddy,4.49,3.6,2.1,3.3,3.21,4.13,3.94,Below expected quality standards
PO12101,SUP1157,Orion Enterprises,2025-01-08,2025-01-14,2025-01-18,Delivered,body panels for production,348.0,8185.24,2848463.52,0.18,512723.43,3361186.95,INR,No,Net 15,Road Transport,Sneha Reddy,4.8,5.0,3.8,5.8,3.86,2.58,3.75,Quality issues noted on inspection
PO12102,SUP1449,Alpha Company,2025-08-28,2025-09-10,,Cancelled,Purchase of bed linens,228.0,1802.35,410935.8,0.18,73968.44,484904.24,INR,,Net 30,Sea Freight,Anita Desai,4.09,4.0,3.0,2.2,3.56,4.77,4.14,Good communication and service
PO12103,SUP1022,Universal International,2024-12-28,2025-01-07,,Pending,Bulk order of polymers,388.0,14037.61,5446592.68,0.18,980386.68,6426979.36,INR,,Net 15,Road Transport,Rohan Das,4.6,2.2,1.7,3.7,3.15,4.06,3.94,Communication could be improved
PO12104,SUP1491,Dynamic Systems,2025-06-30,2025-07-06,,Pending,Order for nutraceuticals,331.0,37396.52,12378248.12,0.18,2228084.66,14606332.78,INR,,Net 90,Rail,Rajesh Kumar,3.81,3.2,4.2,6.4,3.24,4.69,3.91,Below expected quality standards
PO12105,SUP1309,Premier Corporation,2025-01-29,2025-02-09,,Cancelled,bed linens - industrial grade,286.0,20033.96,5729712.56,0.18,1031348.26,6761060.82,INR,,Net 90,Road Transport,Amit Patel,4.86,1.9,2.7,4.9,3.45,4.13,4.15,Consistently meets expectations
PO12106,SUP1319,Horizon India,2025-02-15,2025-02-20,2025-02-27,Delivered,Order for semiconductors,49.0,39972.55,1958654.95,0.18,352557.89,2311212.84,INR,No,Net 60,Road Transport,Pooja Kapoor,4.19,4.7,1.3,3.0,2.9,4.44,3.84,Delivery delays affected production
PO12107,SUP1358,International Group,2025-03-15,2025-03-27,,Cancelled,engine components - industrial grade,36.0,24255.93,873213.48,0.18,157178.43,1030391.91,INR,,Net 60,Sea Freight,Sneha Reddy,3.84,3.1,3.0,5.9,4.13,4.18,4.05,Quality products delivered on time
PO12108,SUP1069,Premier Enterprises,2025-09-27,2025-10-08,2025-10-05,Delivered,Procurement of steering systems,281.0,9727.82,2733517.42,0.18,492033.14,3225550.56,INR,Yes,Net 60,Sea Freight,Arjun Mehta,3.63,2.8,1.7,2.6,4.68,4.08,4.13,Consistently meets expectations
PO12109,SUP1035,Precision Limited,2025-06-08,2025-06-26,2025-07-03,Completed,paints - industrial grade,418.0,27848.93,11640852.74,0.18,2095353.49,13736206.23,INR,No,Net 15,Express Courier,Kavita Joshi,3.58,4.3,3.7,6.5,2.85,3.78,3.4,Product quality inconsistent
PO12110,SUP1212,Royal Enterprises,2025-03-20,2025-04-02,,Pending,Procurement of bed linens,379.0,28274.42,10716005.18,0.18,1928880.93,12644886.11,INR,,Net 45,Sea Freight,Rohan Das,3.39,3.0,3.4,4.7,3.31,4.32,3.67,Communication could be improved
PO12111,SUP1347,Excellence India,2025-02-24,2025-03-05,2025-03-03,Completed,Procurement of presses,142.0,17244.07,2448657.94,0.18,440758.43,2889416.37,INR,Yes,Net 45,Rail,Pooja Kapoor,3.67,2.7,2.4,2.0,4.5,4.91,4.36,Exceeds quality standards
PO12112,SUP1239,Dynamic Solutions,2025-04-17,2025-05-03,2025-05-11,Delivered,coffee - industrial grade,196.0,13864.74,2717489.04,0.18,489148.03,3206637.07,INR,No,Due on Receipt,Sea Freight,Priya Sharma,3.82,3.6,2.6,3.0,3.39,4.26,3.82,Quality control issues
PO12113,SUP1149,Modern Products,2025-01-16,2025-01-22,,Pending,Order for industrial chemicals,427.0,4730.51,2019927.77,0.18,363587.0,2383514.77,INR,,Net 45,Air Freight,Sanjay Gupta,4.82,3.7,1.7,5.9,3.62,2.7,3.71,Below expected quality standards
PO12114,SUP1232,Nexus Industries,2025-08-04,2025-08-16,2025-08-17,Completed,Purchase of denim,184.0,28431.83,5231456.72,0.18,941662.21,6173118.93,INR,No,Due on Receipt,Road Transport,Priya Sharma,5.0,4.5,1.5,3.5,2.64,4.51,4.05,Excellent quality and timely delivery
PO12115,SUP1159,Premier Pvt Ltd,2025-11-06,2025-11-22,,Pending,Purchase of wheels,288.0,136.18,39219.84,0.18,7059.57,46279.41,INR,,Net 60,Rail,Anita Desai,3.01,4.5,4.7,6.3,3.09,3.31,3.14,Quality control issues
PO12116,SUP1207,Stellar Manufacturing,2025-01-21,2025-01-30,,Pending,Bulk order of power supplies,389.0,48865.06,19008508.34,0.18,3421531.5,22430039.84,INR,,Net 30,Express Courier,Rahul Verma,3.31,3.8,1.4,3.9,3.92,4.97,4.07,Professional and responsive
PO12117,SUP1040,Continental Corporation,2025-10-29,2025-11-07,2025-11-08,Delivered,silk fabrics - industrial grade,429.0,14646.94,6283537.26,0.18,1131036.71,7414573.97,INR,No,Net 60,Rail,Rahul Verma,3.84,5.2,2.3,6.3,3.39,3.74,3.66,Some quality concerns
PO12118,SUP1128,Strategic Pvt Ltd,2025-10-24,2025-11-05,2025-11-07,Completed,wheels - industrial grade,54.0,42160.46,2276664.84,0.18,409799.67,2686464.51,INR,No,Net 45,Air Freight,Kavita Joshi,4.23,4.0,3.0,5.5,3.22,4.1,3.85,Below expected quality standards
PO12119,SUP1473,Pioneer Corporation,2025-05-18,2025-06-05,2025-06-07,Completed,knitted goods - industrial grade,147.0,18239.61,2681222.67,0.18,482620.08,3163842.75,INR,No,Net 60,Sea Freight,Vikram Singh,4.98,2.2,4.2,2.2,3.02,4.84,4.28,Exceeds quality standards
PO12120,SUP1280,Pinnacle Group,2025-11-06,2025-11-22,,Cancelled,Procurement of syrups,438.0,4432.3,1941347.4,0.18,349442.53,2290789.93,INR,,Net 45,Rail,Rahul Verma,4.07,1.4,2.2,3.1,3.54,4.67,4.09,Consistently meets expectations
PO12121,SUP1281,Pinnacle India,2025-11-09,2025-11-14,2025-11-14,Delivered,Supply of lighting systems,489.0,41489.43,20288331.27,0.18,3651899.63,23940230.9,INR,Yes,Net 60,Sea Freight,Rohan Das,3.79,2.0,2.9,4.7,4.72,4.18,4.23,Professional and responsive
PO12122,SUP1278,Sigma Industries,2025-05-27,2025-06-10,2025-06-13,Delivered,Bulk order of circuit boards,140.0,40338.06,5647328.4,0.18,1016519.11,6663847.51,INR,No,Due on Receipt,Sea Freight,Rahul Verma,3.62,4.5,4.5,4.3,3.42,4.78,3.94,Needs improvement in delivery time
PO12123,SUP1114,Frontier Pvt Ltd,2025-02-12,2025-03-03,2025-03-03,Completed,electrical fittings - industrial grade,479.0,41289.83,19777828.57,0.18,3560009.14,23337837.71,INR,Yes,Net 60,Express Courier,Pooja Kapoor,3.85,2.5,3.8,5.3,4.89,4.11,4.28,Consistently meets expectations
PO12124,SUP1421,Heritage International,2025-08-14,2025-08-21,2025-08-29,Delivered,Purchase of industrial chemicals,413.0,7270.93,3002894.09,0.18,540520.94,3543415.03,INR,No,Net 90,Air Freight,Amit Patel,3.24,4.3,2.7,6.6,2.64,4.36,3.41,Delivery delays affected production
PO12125,SUP1336,Zenith Corporation,2025-07-15,2025-07-22,2025-07-24,Delivered,Purchase of memory chips,220.0,25799.94,5675986.8,0.18,1021677.62,6697664.42,INR,No,Net 60,Sea Freight,Amit Patel,4.43,3.1,1.5,5.1,2.63,4.62,3.89,Product quality inconsistent
PO12126,SUP1094,Elite Corporation,2025-01-11,2025-01-22,,Pending,Supply of coffee,88.0,19849.5,1746756.0,0.18,314416.08,2061172.08,INR,,Net 15,Express Courier,Deepika Nair,3.63,1.6,4.1,6.8,3.81,4.66,4.03,Consistently meets expectations
PO12127,SUP1477,Advanced Manufacturing,2025-04-23,2025-05-08,,Cancelled,Order for coatings,224.0,21917.78,4909582.72,0.18,883724.89,5793307.61,INR,,Net 60,Rail,Rajesh Kumar,2.84,4.5,1.4,5.4,3.07,4.01,3.31,Quality control issues
PO12128,SUP1297,Titan Manufacturing,2025-08-26,2025-09-01,2025-08-29,Delivered,brake systems for production,188.0,9504.96,1786932.48,0.18,321647.85,2108580.33,INR,Yes,Net 60,Express Courier,Anita Desai,4.01,2.0,3.0,3.9,4.05,3.15,3.74,Delayed shipment
PO12129,SUP1484,Stellar Exports,2025-02-15,2025-02-21,2025-02-28,Completed,Purchase of motors,92.0,3788.95,348583.4,0.18,62745.01,411328.41,INR,No,Net 90,Rail,Nikhil Shah,4.01,2.0,1.9,5.4,2.63,4.13,3.59,Quality control issues
PO12130,SUP1326,Dynamic Associates,2025-02-25,2025-03-09,,Cancelled,Standard order: herbal medicines,99.0,38993.92,3860398.08,0.18,694871.65,4555269.73,INR,,Net 30,Road Transport,Rahul Verma,4.53,5.1,1.6,2.4,3.56,4.98,4.36,Quality products delivered on time
PO12131,SUP1180,Vertex Pvt Ltd,2025-10-02,2025-10-22,2025-10-19,Delivered,denim for production,154.0,23745.31,3656777.74,0.18,658219.99,4314997.73,INR,Yes,Net 15,Express Courier,Rohan Das,3.53,4.3,2.7,5.7,4.44,3.43,3.8,Some quality concerns
PO12132,SUP1182,Delta Corporation,2025-06-07,2025-06-26,,Pending,Standard order: catalysts,12.0,42245.95,506951.4,0.18,91251.25,598202.65,INR,,Due on Receipt,Road Transport,Kavita Joshi,4.17,4.7,3.3,4.1,4.16,4.14,4.16,Excellent quality and timely delivery
PO12133,SUP1282,International Traders,2025-01-09,2025-01-28,,Cancelled,Bulk order of bearings,166.0,45891.82,7618042.12,0.18,1371247.58,8989289.7,INR,,Net 90,Sea Freight,Rajesh Kumar,4.95,2.0,1.2,5.5,4.3,4.9,4.72,Exceeds quality standards
PO12134,SUP1458,Synergy Group,2025-04-12,2025-04-29,2025-04-30,Delivered,towels - industrial grade,257.0,14376.25,3694696.25,0.18,665045.32,4359741.57,INR,No,Net 15,Road Transport,Priya Sharma,4.33,3.6,2.3,6.7,2.13,4.02,3.49,Quality control issues
PO12135,SUP1248,Advanced Company,2024-12-24,2025-01-12,,Cancelled,scaffolding - industrial grade,78.0,31924.32,2490096.96,0.18,448217.45,2938314.41,INR,,Net 45,Rail,Priya Sharma,4.13,1.8,3.7,5.3,3.86,4.6,4.2,"Smooth transaction, good quality"
PO12136,SUP1487,National Corporation,2025-07-01,2025-07-20,2025-07-26,Delivered,Supply of antibiotics,27.0,42072.35,1135953.45,0.18,204471.62,1340425.07,INR,No,Net 15,Sea Freight,Vikram Singh,3.4,1.9,2.5,6.9,3.75,4.62,3.92,Quality control issues
PO12137,SUP1197,Titan Industries,2025-03-01,2025-03-14,2025-03-21,Completed,fertilizers for production,315.0,43154.17,13593563.55,0.18,2446841.44,16040404.99,INR,No,Net 30,Express Courier,Amit Patel,3.68,3.0,3.9,2.1,2.51,4.42,3.54,Quality issues noted on inspection
PO12138,SUP1485,Global Limited,2025-06-09,2025-06-18,2025-06-20,Completed,Purchase of filters,495.0,29537.04,14620834.8,0.18,2631750.26,17252585.06,INR,No,Due on Receipt,Rail,Meera Iyer,3.43,5.5,4.1,2.8,3.55,5.0,3.99,Communication could be improved
PO12139,SUP1484,Stellar Exports,2025-08-12,2025-08-18,,Cancelled,Order for conveyor systems,290.0,32388.53,9392673.7,0.18,1690681.27,11083354.97,INR,,Due on Receipt,Road Transport,Kavita Joshi,3.98,2.8,2.0,5.2,3.56,4.16,3.9,Quality issues noted on inspection
PO12140,SUP1420,National Industries,2024-12-19,2024-12-31,,Cancelled,Standard order: exhaust systems,153.0,47703.95,7298704.35,0.18,1313766.78,8612471.13,INR,,Net 90,Road Transport,Amit Patel,4.85,3.3,2.2,3.2,4.14,3.59,4.19,Dependable and quality-focused
PO12141,SUP1049,Frontier Exports,2025-02-18,2025-03-03,2025-03-01,Delivered,Standard order: home textiles,144.0,2623.85,377834.4,0.18,68010.19,445844.59,INR,Yes,Net 60,Sea Freight,Meera Iyer,3.65,5.4,2.0,2.2,4.81,3.7,4.05,Professional and responsive
PO12142,SUP1258,Vanguard Works,2025-01-03,2025-01-10,,Pending,catalysts - industrial grade,143.0,40862.94,5843400.42,0.18,1051812.08,6895212.5,INR,,Net 90,Sea Freight,Amit Patel,4.34,3.3,3.2,4.4,3.49,3.21,3.68,Needs improvement in delivery time
PO12143,SUP1474,Premier Industries,2025-07-29,2025-08-18,2025-08-27,Completed,Order for power supplies,414.0,43835.38,18147847.32,0.18,3266612.52,21414459.84,INR,No,Net 30,Road Transport,Sneha Reddy,3.5,4.1,1.3,7.1,2.08,2.65,2.74,Product quality inconsistent
PO12144,SUP1137,International Manufacturing,2025-07-06,2025-07-14,2025-07-20,Completed,Standard order: memory chips,157.0,5842.7,917303.9,0.18,165114.7,1082418.6,INR,No,Net 45,Air Freight,Rohan Das,3.52,1.8,3.0,3.8,3.79,2.8,3.37,Delivery delays affected production
PO12145,SUP1447,Metro Limited,2025-03-23,2025-03-29,,Cancelled,steering systems - industrial grade,114.0,19481.82,2220927.48,0.18,399766.95,2620694.43,INR,,Net 30,Road Transport,Pooja Kapoor,3.91,2.3,2.3,5.4,3.91,3.44,3.75,Quality control issues
PO12146,SUP1400,Horizon Exports,2025-07-04,2025-07-13,2025-07-13,Completed,Procurement of silk fabrics,294.0,2553.53,750737.82,0.18,135132.81,885870.63,INR,Yes,Net 60,Sea Freight,Rajesh Kumar,4.98,4.4,1.6,5.6,4.52,4.7,4.73,Reliable partner for our needs
PO12147,SUP1329,Sigma India,2025-02-05,2025-02-18,2025-02-21,Delivered,Bulk order of electrical fittings,136.0,14574.18,1982088.48,0.18,356775.93,2338864.41,INR,No,Net 30,Express Courier,Rohan Das,3.53,4.3,3.0,2.5,3.48,2.76,3.26,Late delivery impacted schedule
PO12148,SUP1307,Strategic Limited,2025-03-20,2025-04-09,2025-04-09,Completed,Standard order: body panels,87.0,44382.47,3861274.89,0.18,695029.48,4556304.37,INR,Yes,Net 30,Air Freight,Rahul Verma,3.34,3.3,4.0,6.0,4.61,3.04,3.66,Delayed shipment
PO12149,SUP1343,Innovative Supplies,2025-07-27,2025-08-02,2025-07-30,Completed,Purchase of vitamins,319.0,23667.66,7549983.54,0.18,1358997.04,8908980.58,INR,Yes,Net 90,Road Transport,Vikram Singh,3.77,4.7,4.4,2.9,4.3,4.75,4.27,"High quality products, reliable supplier"
PO12150,SUP1490,National Traders,2024-12-01,2024-12-19,2024-12-20,Delivered,Supply of reagents,251.0,45011.38,11297856.38,0.18,2033614.15,13331470.53,INR,No,Net 45,Air Freight,Deepika Nair,2.87,3.5,1.1,2.8,3.16,3.84,3.29,Late delivery impacted schedule
PO12151,SUP1091,Horizon Traders,2025-08-17,2025-08-24,,Pending,Order for engine components,457.0,12716.37,5811381.09,0.18,1046048.6,6857429.69,INR,,Net 45,Road Transport,Anita Desai,3.17,1.4,2.7,2.2,3.42,3.95,3.51,Below expected quality standards
PO12152,SUP1409,Imperial Group,2025-03-02,2025-03-16,,Pending,Standard order: tools,100.0,42662.76,4266276.0,0.18,767929.68,5034205.68,INR,,Net 30,Sea Freight,Sanjay Gupta,3.18,3.8,3.0,4.2,3.27,2.84,3.1,Product quality inconsistent
PO12153,SUP1216,Supreme Traders,2025-01-24,2025-02-08,,Pending,Order for tea,495.0,19397.99,9602005.05,0.18,1728360.91,11330365.96,INR,,Due on Receipt,Sea Freight,Sneha Reddy,4.42,4.6,3.7,3.6,3.4,3.7,3.84,Quality issues noted on inspection
PO12154,SUP1458,Synergy Group,2025-10-31,2025-11-16,,Cancelled,Bulk order of bed linens,394.0,8917.11,3513341.34,0.18,632401.44,4145742.78,INR,,Net 15,Road Transport,Kavita Joshi,3.75,4.2,1.6,6.2,3.01,3.6,3.45,Quality control issues
PO12155,SUP1051,International Enterprises,2025-06-10,2025-06-23,,Pending,Supply of denim,252.0,34497.22,8693299.44,0.18,1564793.9,10258093.34,INR,,Net 60,Road Transport,Nikhil Shah,3.43,3.7,1.9,5.9,4.29,2.92,3.55,Quality control issues
PO12156,SUP1404,United India,2025-09-25,2025-10-04,2025-10-03,Completed,Standard order: polyester yarn,252.0,38694.93,9751122.36,0.18,1755202.02,11506324.38,INR,Yes,Net 15,Road Transport,Priya Sharma,3.65,4.7,2.8,7.0,4.87,4.02,4.18,Good communication and service
PO12157,SUP1167,Pinnacle Technologies,2025-02-15,2025-03-03,,Pending,Purchase of scaffolding,125.0,36447.65,4555956.25,0.18,820072.12,5376028.37,INR,,Due on Receipt,Air Freight,Rahul Verma,3.27,4.7,3.3,6.9,4.28,3.95,3.83,Needs improvement in delivery time
PO12158,SUP1466,Pinnacle Manufacturing,2025-10-04,2025-10-18,2025-10-23,Completed,construction machinery for production,325.0,40016.33,13005307.25,0.18,2340955.3,15346262.55,INR,No,Net 60,Road Transport,Nikhil Shah,4.77,1.6,4.3,3.5,3.31,3.63,3.9,Late delivery impacted schedule
PO12159,SUP1242,Beta Solutions,2025-04-26,2025-05-10,2025-05-20,Completed,Bulk order of smartphones,457.0,14666.9,6702773.3,0.18,1206499.19,7909272.49,INR,No,Net 60,Rail,Rajesh Kumar,3.54,5.7,2.7,3.1,2.71,3.2,3.15,Delayed shipment
PO12160,SUP1217,Apex Group,2025-09-14,2025-09-29,,Pending,wiring harnesses for production,494.0,16724.63,8261967.22,0.18,1487154.1,9749121.32,INR,,Net 60,Air Freight,Rohan Das,3.33,5.5,2.8,5.6,3.36,4.84,3.84,Communication could be improved
PO12161,SUP1222,Apex Products,2025-01-07,2025-01-27,,Cancelled,Standard order: packaged snacks,270.0,15170.09,4095924.3,0.18,737266.37,4833190.67,INR,,Net 15,Road Transport,Priya Sharma,3.24,3.7,2.2,4.0,3.79,4.35,3.79,Some quality concerns
PO12162,SUP1175,Stellar Supplies,2025-03-05,2025-03-22,2025-03-27,Completed,exhaust systems - industrial grade,222.0,11074.55,2458550.1,0.18,442539.02,2901089.12,INR,No,Net 30,Sea Freight,Rahul Verma,4.87,3.4,3.4,6.7,3.66,2.87,3.8,Below expected quality standards
PO12163,SUP1495,Modern Exports,2025-03-23,2025-03-28,,Pending,Bulk order of paint,405.0,22296.54,9030098.7,0.18,1625417.77,10655516.47,INR,,Net 90,Sea Freight,Vikram Singh,2.82,3.3,3.6,3.3,4.29,4.61,3.91,Communication could be improved
PO12164,SUP1033,Innovative Corporation,2024-11-26,2024-12-06,2024-12-05,Completed,Standard order: plumbing fixtures,95.0,30523.09,2899693.55,0.18,521944.84,3421638.39,INR,Yes,Net 45,Road Transport,Priya Sharma,3.91,4.5,2.6,3.6,4.41,3.07,3.8,Product quality inconsistent
PO12165,SUP1355,Strategic Company,2025-06-19,2025-06-30,,Pending,Supply of memory chips,190.0,8956.62,1701757.8,0.18,306316.4,2008074.2,INR,,Due on Receipt,Sea Freight,Deepika Nair,4.89,5.6,1.6,5.3,4.19,3.81,4.3,"Smooth transaction, good quality"
PO12166,SUP1218,Delta Industries,2025-02-09,2025-02-24,,Cancelled,Order for bearings,192.0,25166.29,4831927.68,0.18,869746.98,5701674.66,INR,,Net 30,Air Freight,Rajesh Kumar,3.77,1.5,3.4,4.3,4.36,3.83,3.99,Product quality inconsistent
PO12167,SUP1388,Global Solutions,2025-11-25,2025-12-09,,Cancelled,confectionery for production,392.0,41047.17,16090490.64,0.18,2896288.32,18986778.96,INR,,Net 30,Express Courier,Nikhil Shah,3.42,3.6,1.8,3.8,3.25,3.61,3.43,Quality control issues
PO12168,SUP1412,Vanguard Pvt Ltd,2025-10-06,2025-10-17,,Pending,Purchase of filters,222.0,21351.83,4740106.26,0.18,853219.13,5593325.39,INR,,Net 90,Air Freight,Rohan Das,3.67,2.7,1.0,5.5,3.9,4.66,4.08,Good communication and service
PO12169,SUP1173,Atlas Industries,2025-03-17,2025-03-28,2025-03-26,Delivered,industrial robots for production,142.0,32954.92,4679598.64,0.18,842327.76,5521926.4,INR,Yes,Net 90,Road Transport,Deepika Nair,3.87,4.7,1.7,2.6,4.91,3.5,4.09,Excellent quality and timely delivery
PO12170,SUP1264,Titan Exports,2025-03-17,2025-04-02,,Pending,Supply of catalysts,471.0,40262.65,18963708.15,0.18,3413467.47,22377175.62,INR,,Due on Receipt,Express Courier,Arjun Mehta,4.28,3.3,2.3,2.1,4.36,4.69,4.44,"High quality products, reliable supplier"
PO12171,SUP1211,Innovative India,2025-02-14,2025-02-23,,Cancelled,wheels for production,285.0,16665.82,4749758.7,0.18,854956.57,5604715.27,INR,,Net 90,Sea Freight,Priya Sharma,4.53,2.1,2.0,2.3,3.33,4.61,4.16,Good communication and service
PO12172,SUP1463,Modern Pvt Ltd,2025-08-11,2025-08-25,2025-08-22,Delivered,Standard order: welding machines,332.0,45370.84,15063118.88,0.18,2711361.4,17774480.28,INR,Yes,Due on Receipt,Express Courier,Vikram Singh,3.13,4.2,1.5,5.3,4.86,3.46,3.82,Delayed shipment
PO12173,SUP1075,Horizon International,2025-08-14,2025-08-24,2025-08-26,Completed,Purchase of industrial robots,226.0,5774.77,1305098.02,0.18,234917.64,1540015.66,INR,No,Due on Receipt,Road Transport,Anita Desai,3.81,4.4,4.0,4.8,3.28,4.0,3.7,Needs improvement in delivery time
PO12174,SUP1290,Alpha Pvt Ltd,2025-11-24,2025-12-14,,Cancelled,Standard order: chargers,462.0,39023.93,18029055.66,0.18,3245230.02,21274285.68,INR,,Net 45,Rail,Anita Desai,4.2,4.9,1.9,3.9,4.0,3.46,3.89,Below expected quality standards
PO12175,SUP1053,Advanced Solutions,2025-07-15,2025-08-04,,Pending,upholstery fabrics - industrial grade,309.0,11790.45,3643249.05,0.18,655784.83,4299033.88,INR,,Net 90,Express Courier,Sneha Reddy,3.92,2.9,3.5,3.5,4.26,4.38,4.19,Consistently meets expectations
